tagid,wave,session_date
TAG210,wave_2_scheduling_arm_1,7/2/18
TAG210,sos_arm_1,3/16/19
TAG210,wave_3_scheduling_arm_1,12/23/19
TAG211,wave_1_scheduling_arm_1,2/19/17
TAG211,wave_2_scheduling_arm_1,8/27/18
TAG211,wave_3_scheduling_arm_1,2/24/20
TAG211,wave_4_scheduling_arm_1,9/7/21
TAG214,wave_1_scheduling_arm_1,4/15/17
TAG215,wave_1_scheduling_arm_1,1/10/18
TAG215,wave_2_scheduling_arm_1,6/24/19
TAG215,wave_3_scheduling_arm_1,8/25/21
TAG218,wave_1_scheduling_arm_1,11/1/17
TAG218,wave_2_scheduling_arm_1,5/8/19
TAG218,wave_3_scheduling_arm_1,6/28/21
TAG219,wave_1_scheduling_arm_1,7/21/17
TAG220,wave_1_scheduling_arm_1,6/28/17
TAG220,wave_2_scheduling_arm_1,11/28/18
TAG220,sos_arm_1,6/9/19
TAG220,wave_3_scheduling_arm_1,4/8/21
TAG221,wave_1_scheduling_arm_1,6/26/17
TAG221,wave_2_scheduling_arm_1,12/12/18
TAG221,wave_3_scheduling_arm_1,3/19/21
TAG223,wave_1_scheduling_arm_1,9/16/17
TAG223,wave_2_scheduling_arm_1,3/16/19
TAG223,sos_arm_1,11/16/19
TAG223,wave_3_scheduling_arm_1,5/29/21
TAG224,wave_1_scheduling_arm_1,8/9/17
TAG224,wave_2_scheduling_arm_1,1/25/19
TAG224,sos_arm_1,7/10/19
TAG224,wave_3_scheduling_arm_1,7/8/21
TAG225,wave_1_scheduling_arm_1,11/22/17
TAG225,wave_2_scheduling_arm_1,5/22/19
TAG225,sos_arm_1,1/19/20
TAG225,wave_3_scheduling_arm_1,6/25/21
TAG231,wave_1_scheduling_arm_1,12/15/17
TAG232,wave_1_scheduling_arm_1,2/5/18
TAG232,wave_2_scheduling_arm_1,8/19/19
TAG232,wave_3_scheduling_arm_1,7/5/21
TAG233,wave_1_scheduling_arm_1,2/15/18
TAG238,wave_1_scheduling_arm_1,12/20/17
TAG238,wave_2_scheduling_arm_1,6/18/19
TAG238,sos_arm_1,1/11/20
TAG238,wave_3_scheduling_arm_1,5/17/21
TAG240,wave_1_scheduling_arm_1,12/19/17
TAG243,wave_1_scheduling_arm_1,12/18/17
TAG243,wave_2_scheduling_arm_1,6/19/19
TAG243,wave_3_scheduling_arm_1,7/2/21
TAG244,wave_1_scheduling_arm_1,1/2/18
TAG244,wave_2_scheduling_arm_1,10/2/19
TAG244,wave_3_scheduling_arm_1,8/12/21
TAG247,wave_1_scheduling_arm_1,12/26/17
TAG247,wave_2_scheduling_arm_1,6/28/19
TAG247,wave_3_scheduling_arm_1,7/1/21
TAG249,wave_1_scheduling_arm_1,1/10/18
TAG250,wave_1_scheduling_arm_1,1/8/18
TAG250,wave_2_scheduling_arm_1,6/11/19
TAG250,wave_3_scheduling_arm_1,5/14/21
TAG252,wave_1_scheduling_arm_1,12/6/17
TAG252,wave_2_scheduling_arm_1,7/31/19
TAG252,wave_3_scheduling_arm_1,7/23/21
TAG253,wave_1_scheduling_arm_1,2/12/18
TAG253,wave_2_scheduling_arm_1,7/29/19
TAG253,wave_3_scheduling_arm_1,6/29/21
TAG257,wave_1_scheduling_arm_1,2/7/18
TAG257,wave_2_scheduling_arm_1,9/13/19
TAG257,wave_3_scheduling_arm_1,8/17/21
TAG258,wave_1_scheduling_arm_1,1/17/18
TAG261,wave_1_scheduling_arm_1,2/2/18
TAG261,wave_2_scheduling_arm_1,8/7/19
TAG261,wave_3_scheduling_arm_1,6/18/21
TAG266,wave_1_scheduling_arm_1,1/24/18
TAG266,wave_2_scheduling_arm_1,8/12/19
TAG002,C1,4/9/20
TAG003,C1,4/14/20
TAG005,C1,4/13/20
TAG007,C1,4/10/20
TAG008,C1,4/12/20
TAG009,C1,4/15/20
TAG010,C1,4/9/20
TAG015,C1,5/3/20
TAG016,C1,4/12/20
TAG017,C1,4/15/20
TAG019,C1,4/16/20
TAG020,C1,4/14/20
TAG022,C1,4/25/20
TAG024,C1,4/15/20
TAG026,C1,4/15/20
TAG027,C1,4/13/20
TAG030,C1,4/11/20
TAG032,C1,4/9/20
TAG033,C1,4/19/20
TAG034,C1,4/12/20
TAG037,C1,4/12/20
TAG038,C1,4/23/20
TAG040,C1,4/17/20
TAG041,C1,4/16/20
TAG042,C1,4/14/20
TAG044,C1,4/11/20
TAG045,C1,4/13/20
TAG046,C1,4/19/20
TAG047,C1,4/19/20
TAG049,C1,4/13/20
TAG050,C1,4/12/20
TAG051,C1,4/11/20
TAG052,C1,4/15/20
TAG053,C1,4/21/20
TAG054,C1,4/9/20
TAG055,C1,4/23/20
TAG057,C1,4/9/20
TAG058,C1,4/10/20
TAG059,C1,4/10/20
TAG060,C1,4/13/20
TAG062,C1,4/9/20
TAG064,C1,4/10/20
TAG065,C1,4/12/20
TAG066,C1,4/26/20
TAG067,C1,4/12/20
TAG068,C1,4/12/20
TAG070,C1,4/26/20
TAG071,C1,4/9/20
TAG072,C1,4/17/20
TAG073,C1,4/16/20
TAG074,C1,4/14/20
TAG075,C1,4/9/20
TAG077,C1,4/24/20
TAG078,C1,4/20/20
TAG079,C1,4/13/20
TAG084,C1,4/11/20
TAG085,C1,4/10/20
TAG086,C1,4/14/20
TAG087,C1,4/13/20
TAG088,C1,4/10/20
TAG089,C1,4/9/20
TAG090,C1,4/9/20
TAG093,C1,4/12/20
TAG094,C1,4/19/20
TAG095,C1,4/13/20
TAG098,C1,4/14/20
TAG099,C1,4/15/20
TAG100,C1,4/25/20
TAG101,C1,4/15/20
TAG102,C1,4/24/20
TAG104,C1,4/9/20
TAG105,C1,4/24/20
TAG106,C1,4/14/20
TAG107,C1,4/18/20
TAG110,C1,4/14/20
TAG113,C1,4/22/20
TAG116,C1,4/23/20
TAG117,C1,4/25/20
TAG120,C1,4/14/20
TAG122,C1,4/13/20
TAG125,C1,4/22/20
TAG130,C1,4/20/20
TAG131,C1,4/12/20
TAG132,C1,4/25/20
TAG138,C1,4/15/20
TAG140,C1,4/13/20
TAG143,C1,4/24/20
TAG147,C1,4/9/20
TAG149,C1,4/11/20
TAG152,C1,4/14/20
TAG155,C1,4/9/20
TAG159,C1,4/11/20
TAG160,C1,4/10/20
TAG164,C1,4/15/20
TAG167,C1,4/15/20
TAG169,C1,4/22/20
TAG170,C1,4/9/20
TAG173,C1,4/13/20
TAG176,C1,4/22/20
TAG177,C1,4/9/20
TAG179,C1,4/20/20
TAG180,C1,4/22/20
TAG181,C1,4/20/20
TAG186,C1,4/11/20
TAG188,C1,4/11/20
TAG190,C1,4/18/20
TAG194,C1,4/17/20
TAG200,C1,4/20/20
TAG202,C1,4/13/20
TAG203,C1,4/11/20
TAG205,C1,4/14/20
TAG206,C1,4/19/20
TAG208,C1,4/14/20
TAG209,C1,4/17/20
TAG210,C1,4/13/20
TAG211,C1,4/26/20
TAG218,C1,4/9/20
TAG220,C1,4/9/20
TAG221,C1,4/15/20
TAG223,C1,4/14/20
TAG224,C1,4/9/20
TAG225,C1,4/10/20
TAG232,C1,4/20/20
TAG238,C1,4/10/20
TAG243,C1,4/12/20
TAG247,C1,4/23/20
TAG252,C1,4/13/20
TAG253,C1,4/10/20
TAG257,C1,4/23/20
TAG261,C1,4/12/20
TAG266,C1,4/12/20
TAG001,C2,1/6/21
TAG002,C2,11/26/20
TAG003,C2,12/10/20
TAG005,C2,11/29/20
TAG007,C2,12/6/20
TAG008,C2,12/9/20
TAG009,C2,1/4/21
TAG010,C2,11/25/20
TAG011,C2,1/9/21
TAG014,C2,12/14/20
TAG015,C2,12/2/20
TAG016,C2,12/16/20
TAG017,C2,12/13/20
TAG019,C2,1/6/21
TAG020,C2,12/7/20
TAG022,C2,12/12/20
TAG024,C2,12/7/20
TAG030,C2,11/29/20
TAG032,C2,11/27/20
TAG033,C2,1/2/21
TAG034,C2,12/7/20
TAG037,C2,11/29/20
TAG041,C2,12/3/20
TAG042,C2,11/27/20
TAG044,C2,12/23/20
TAG046,C2,12/21/20
TAG047,C2,12/21/20
TAG049,C2,11/29/20
TAG050,C2,11/23/20
TAG053,C2,11/23/20
TAG057,C2,11/25/20
TAG058,C2,12/2/20
TAG060,C2,12/15/20
TAG062,C2,12/3/20
TAG064,C2,12/4/20
TAG065,C2,11/27/20
TAG068,C2,12/12/20
TAG072,C2,12/8/20
TAG074,C2,11/30/20
TAG076,C2,11/30/20
TAG077,C2,1/15/21
TAG078,C2,11/24/20
TAG080,C2,11/30/20
TAG084,C2,12/3/20
TAG085,C2,12/2/20
TAG086,C2,12/5/20
TAG088,C2,12/2/20
TAG089,C2,11/24/20
TAG090,C2,12/16/20
TAG093,C2,12/23/20
TAG094,C2,11/27/20
TAG095,C2,12/3/20
TAG101,C2,11/25/20
TAG103,C2,12/16/20
TAG104,C2,12/1/20
TAG106,C2,11/29/20
TAG107,C2,1/5/21
TAG110,C2,12/8/20
TAG112,C2,12/16/20
TAG113,C2,12/2/20
TAG116,C2,11/30/20
TAG119,C2,12/5/20
TAG130,C2,12/1/20
TAG131,C2,11/29/20
TAG132,C2,11/25/20
TAG138,C2,12/5/20
TAG140,C2,1/5/21
TAG143,C2,12/1/20
TAG147,C2,12/13/20
TAG149,C2,12/27/20
TAG152,C2,11/28/20
TAG159,C2,11/24/20
TAG160,C2,11/30/20
TAG164,C2,12/8/20
TAG167,C2,11/28/20
TAG170,C2,11/23/20
TAG173,C2,12/8/20
TAG175,C2,1/14/21
TAG177,C2,12/20/20
TAG179,C2,11/28/20
TAG180,C2,12/16/20
TAG181,C2,12/3/20
TAG190,C2,1/11/21
TAG200,C2,11/28/20
TAG202,C2,11/28/20
TAG203,C2,12/3/20
TAG205,C2,12/15/20
TAG206,C2,12/1/20
TAG208,C2,12/23/20
TAG209,C2,11/30/20
TAG210,C2,11/23/20
TAG211,C2,12/2/20
TAG215,C2,1/15/21
TAG218,C2,12/5/20
TAG220,C2,11/29/20
TAG221,C2,11/29/20
TAG223,C2,11/29/20
TAG224,C2,11/24/20
TAG225,C2,11/25/20
TAG238,C2,11/24/20
TAG243,C2,12/5/20
TAG247,C2,12/21/20
TAG250,C2,11/24/20
TAG252,C2,11/29/20
TAG253,C2,11/27/20
TAG261,C2,12/14/20
TAG002,C3,5/20/21
TAG005,C3,6/2/21
TAG007,C3,7/15/21
TAG008,C3,6/30/21
TAG009,C3,6/11/21
TAG010,C3,5/10/21
TAG016,C3,5/19/21
TAG017,C3,6/2/21
TAG020,C3,6/6/21
TAG022,C3,6/21/21
TAG030,C3,5/12/21
TAG032,C3,5/14/21
TAG033,C3,5/15/21
TAG037,C3,5/22/21
TAG041,C3,5/17/21
TAG044,C3,7/19/21
TAG049,C3,5/20/21
TAG050,C3,5/22/21
TAG052,C3,5/14/21
TAG060,C3,5/27/21
TAG062,C3,5/22/21
TAG065,C3,5/23/21
TAG071,C3,5/16/21
TAG074,C3,5/26/21
TAG076,C3,6/7/21
TAG078,C3,5/12/21
TAG084,C3,5/11/21
TAG085,C3,5/15/21
TAG086,C3,5/22/21
TAG089,C3,5/19/21
TAG090,C3,6/6/21
TAG093,C3,6/6/21
TAG094,C3,5/16/21
TAG103,C3,5/10/21
TAG104,C3,5/14/21
TAG106,C3,7/5/21
TAG110,C3,5/12/21
TAG113,C3,5/15/21
TAG116,C3,5/12/21
TAG122,C3,5/19/21
TAG130,C3,6/17/21
TAG131,C3,5/12/21
TAG143,C3,6/23/21
TAG149,C3,5/25/21
TAG152,C3,6/5/21
TAG159,C3,6/8/21
TAG160,C3,5/19/21
TAG173,C3,5/10/21
TAG179,C3,5/9/21
TAG180,C3,5/14/21
TAG190,C3,6/28/21
TAG202,C3,5/22/21
TAG203,C3,5/21/21
TAG208,C3,5/28/21
TAG210,C3,6/2/21
TAG218,C3,5/26/21
TAG220,C3,5/10/21
TAG221,C3,5/26/21
TAG223,C3,5/12/21
TAG224,C3,6/18/21
TAG225,C3,5/14/21
TAG238,C3,5/30/21
TAG243,C3,5/27/21
TAG247,C3,5/19/21
TAG250,C3,5/9/21
TAG252,C3,6/16/21
TAG253,C3,6/2/21
TAG003,wave_4_scheduling_arm_1,10/18/21
TAG005,wave_4_scheduling_arm_1,10/6/21
TAG007,wave_4_scheduling_arm_1,10/15/21
TAG009,wave_4_scheduling_arm_1,11/11/21
TAG040,wave_4_scheduling_arm_1,11/4/21
TAG060,wave_4_scheduling_arm_1,6/9/21
TAG062,wave_4_scheduling_arm_1,6/15/21
TAG065,wave_4_scheduling_arm_1,8/18/21
TAG069,wave_4_scheduling_arm_1,2/23/21
TAG088,wave_4_scheduling_arm_1,11/4/21
TAG130,wave_4_scheduling_arm_1,11/3/21
TAG138,wave_4_scheduling_arm_1,10/23/21
TAG169,wave_4_scheduling_arm_1,11/3/21
