"","tagid","survey_name","SPPA_1","SPPA_10","SPPA_11","SPPA_12","SPPA_13","SPPA_14","SPPA_15","SPPA_16","SPPA_17","SPPA_18","SPPA_19","SPPA_2","SPPA_20","SPPA_21","SPPA_22","SPPA_23","SPPA_24","SPPA_25","SPPA_26","SPPA_27","SPPA_28","SPPA_29","SPPA_3","SPPA_30","SPPA_31","SPPA_32","SPPA_33","SPPA_34","SPPA_35","SPPA_36","SPPA_37","SPPA_38","SPPA_39","SPPA_4","SPPA_40","SPPA_41","SPPA_42","SPPA_43","SPPA_44","SPPA_45","SPPA_46","SPPA_47","SPPA_48","SPPA_49","SPPA_5","SPPA_50","SPPA_51","SPPA_52","SPPA_53","SPPA_54","SPPA_55","SPPA_56","SPPA_57","SPPA_58","SPPA_59","SPPA_6","SPPA_60","SPPA_61","SPPA_62","SPPA_63","SPPA_64","SPPA_65","SPPA_66","SPPA_67","SPPA_68","SPPA_69","SPPA_7","SPPA_70","SPPA_71","SPPA_8","SPPA_9","SPPA_RA_72","SPPA_RA_73","SPPA_RA_74","SPPA_RA_75","SPPA_RA_76","SPPA_RA_77","SPPA_RA_78","SPPA_RA_79","SPPA_RA_80","survey_type","survey_date","ha1","ha2","ha3","ha4","ha6","ha7","ha8","ha9","ha10","ha11","ha12","ha13","ha15","ha16","ha17","ha18","ha19","ha20","ha21","ha22","ha24","ha25","ha26","ha27","ha28","ha29","ha30","ha31","ha33","ha34","ha35","ha36","ha37","ha38","ha39","ha40","ha42","ha43","ha44","ha45","SPPA_scholasticcomp_total","SPPA_socialcomp_total","SPPA_athleticcomp_total","SPPA_physicalappear_total","SPPA_romanticappeal_total","SPPA_behavconduct_total","SPPA_closefriend_total","SPPA_globalselfworth_total","SPPA_scholasticcomp_mean","SPPA_socialcomp_mean","SPPA_athleticcomp_mean","SPPA_physicalappear_mean","SPPA_romanticappeal_mean","SPPA_behavconduct_mean","SPPA_closefriend_mean","SPPA_globalselfworth_mean","SPPA_scholasticcomp_N","SPPA_scholasticcomp_missing","SPPA_scholasticcomp_missing_perc","SPPA_socialcomp_N","SPPA_socialcomp_missing","SPPA_socialcomp_missing_perc","SPPA_athleticcomp_N","SPPA_athleticcomp_missing","SPPA_athleticcomp_missing_perc","SPPA_physicalappear_N","SPPA_physicalappear_missing","SPPA_physicalappear_missing_perc","SPPA_romanticappeal_N","SPPA_romanticappeal_missing","SPPA_romanticappeal_missing_perc","SPPA_behavconduct_N","SPPA_behavconduct_missing","SPPA_behavconduct_missing_perc","SPPA_closefriend_N","SPPA_closefriend_missing","SPPA_closefriend_missing_perc","SPPA_globalselfworth_N","SPPA_globalselfworth_missing","SPPA_globalselfworth_missing_perc"
"31","TAG052","W3 - Home Qs - V2 IN LAB",1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2019-08-14",3,3,2,1,NA,2,4,1,4,4,3,1,NA,2,3,3,4,3,3,1,NA,3,3,1,4,3,3,1,NA,2,3,2,3,3,3,2,NA,2,3,2,18,16,14,6,NA,11,16,9,3.6,3.2,2.8,1.2,NA,2.2,3.2,1.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"32","TAG053","W3 Home Qs - V3",2,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,"Home","2019-06-04",1,1,1,2,2,1,1,2,1,2,1,2,3,2,1,1,2,1,1,2,1,1,1,3,1,1,1,2,3,1,1,2,1,2,1,2,1,1,1,2,6,7,5,10,10,6,5,10,1.2,1.4,1,2,2,1.2,1,2,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"33","TAG054","W3 - Home Qs - V2 IN LAB",1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2019-07-15",3,2,4,4,NA,3,4,4,2,4,3,4,NA,2,2,2,2,2,2,2,NA,3,4,3,3,4,4,3,NA,2,2,4,3,3,2,3,NA,2,3,NA,13,15,15,16,NA,12,15,NA,2.6,3,3,3.2,NA,2.4,3,3.25,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,1,20
"34","TAG055","W3 Home Qs - V3",2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,"Home","2019-05-31",1,3,1,2,3,3,2,2,1,3,1,3,2,3,2,3,3,4,1,3,4,2,3,2,4,2,1,3,2,2,3,2,2,2,1,2,2,3,3,2,11,14,5,13,13,13,13,11,2.2,2.8,1,2.6,2.6,2.6,2.6,2.2,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"35","TAG056","W3 Home Qs - V3",1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,4,1,"Home","2019-08-24",3,3,1,1,2,3,1,1,2,4,1,1,3,3,3,3,4,4,1,1,2,3,4,2,2,2,1,2,2,2,1,3,2,2,4,1,3,4,3,1,13,15,8,6,12,15,12,10,2.6,3,1.6,1.2,2.4,3,2.4,2,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"36","TAG057","W3 Home Qs - V1",1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2019-03-27",3,4,2,3,NA,4,4,3,1,3,2,3,NA,4,4,2,2,4,2,3,NA,1,3,3,2,3,2,2,NA,4,4,2,3,3,2,3,NA,4,4,2,11,17,10,14,NA,17,19,12,2.2,3.4,2,2.8,NA,3.4,3.8,2.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"37","TAG058","W3 Home Qs - V3",1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,"Home","2019-06-01",4,2,1,4,3,1,2,1,2,4,1,3,1,2,4,1,2,3,1,3,4,1,3,3,4,3,1,3,2,1,1,2,3,3,1,2,1,1,4,4,15,15,5,15,11,6,14,11,3,3,1,3,2.2,1.2,2.8,2.2,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"38","TAG059","W3 Home Qs - V3",1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,3,2,2,1,2,1,3,4,2,"Home","2019-06-28",4,4,4,3,4,3,4,3,4,4,3,2,4,2,4,4,4,1,3,3,4,4,4,3,3,4,2,3,4,2,4,3,3,3,4,3,4,3,4,3,18,16,16,14,20,14,20,16,3.6,3.2,3.2,2.8,4,2.8,4,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"39","TAG060","W3 Home Qs - V1",1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2019-05-02",4,4,4,4,NA,4,4,4,4,4,4,4,NA,4,4,4,4,4,3,4,NA,4,4,4,2,4,4,4,NA,4,4,4,4,4,4,4,NA,4,4,4,18,20,19,20,NA,20,20,20,3.6,4,3.8,4,NA,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"40","TAG062","W3 Home Qs - V3",1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,3,1,2,2,2,2,3,NA,NA,"Home","2019-09-19",4,2,1,1,1,4,4,2,4,2,2,1,1,4,4,4,4,1,1,1,1,4,4,4,3,1,3,1,1,4,3,2,2,1,2,1,NA,4,3,2,17,7,9,5,NA,20,18,14,3.4,1.4,1.8,1,1,4,3.6,2.8,5,0,0,5,0,0,5,0,0,5,0,0,5,1,20,5,0,0,5,0,0,5,0,0
"41","TAG064","W3 - Home Qs - V2 IN LAB",1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2019-06-27",4,4,3,4,NA,4,4,4,3,4,3,4,NA,4,4,4,4,4,3,4,NA,4,4,4,4,4,4,3,NA,4,4,4,4,4,4,3,NA,4,4,4,19,20,17,18,NA,20,20,20,3.8,4,3.4,3.6,NA,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"42","TAG065","W3 Home Qs - V3",2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,3,1,2,"Home","2019-06-26",2,4,1,2,2,4,3,3,4,3,1,1,3,4,4,4,4,4,1,1,1,4,4,3,4,3,1,2,1,4,4,2,3,3,1,2,1,4,2,3,17,17,5,8,8,20,17,15,3.4,3.4,1,1.6,1.6,4,3.4,3,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"43","TAG066","W3 Home Qs - V3",1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,3,4,1,"Home","2019-08-03",3,3,2,4,2,4,4,2,3,2,3,4,3,4,4,4,4,2,3,4,3,3,4,4,4,3,3,3,1,4,4,3,4,2,3,4,3,4,4,3,18,12,14,19,12,19,20,16,3.6,2.4,2.8,3.8,2.4,3.8,4,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"44","TAG067","W3 Home Qs - Current V2",1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,3,2,2,1,2,1,3,4,2,"Home","2019-05-17",4,4,4,4,4,3,3,4,3,4,4,3,4,2,3,4,4,4,4,3,4,3,3,4,4,4,3,4,4,1,3,4,4,4,4,4,4,2,4,4,19,20,19,18,20,11,16,20,3.8,4,3.8,3.6,4,2.2,3.2,4,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"45","TAG068","W3 Home Qs - Current V4",1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,"Home","2020-01-04",3,4,4,3,2,3,2,2,3,1,3,3,2,2,3,3,3,3,3,3,3,1,2,3,1,3,3,3,3,2,3,3,3,2,3,2,2,3,3,3,13,13,16,14,12,11,13,14,2.6,2.6,3.2,2.8,2.4,2.2,2.6,2.8,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"46","TAG069","W3 Home Qs - V1",2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2019-05-11",2,4,1,3,NA,3,4,1,1,3,1,2,NA,3,4,1,3,4,1,3,NA,2,3,2,4,2,3,1,NA,3,4,1,2,1,1,2,NA,4,4,3,12,14,7,11,NA,15,19,8,2.4,2.8,1.4,2.2,NA,3,3.8,1.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"47","TAG071","W3 Home Qs - V3",2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,3,2,2,1,2,2,2,1,1,"Home","2019-10-13",2,3,1,3,1,4,2,2,1,4,1,1,4,4,4,3,4,4,1,3,4,1,4,3,4,4,4,3,2,4,3,1,2,3,3,3,2,4,4,2,13,18,10,13,13,17,17,11,2.6,3.6,2,2.6,2.6,3.4,3.4,2.2,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"48","TAG075","W3 Home Qs - Current V4",1,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,4,2,"Home","2019-11-16",3,4,2,3,2,4,4,2,4,4,2,1,4,3,4,2,4,4,3,2,4,3,4,3,3,4,3,4,2,1,4,3,4,3,3,3,4,3,4,3,18,19,13,13,16,14,20,13,3.6,3.8,2.6,2.6,3.2,2.8,4,2.6,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"49","TAG076","W3 Home Qs - V3",1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,1,1,3,2,1,2,2,1,2,4,1,"Home","2019-09-26",4,4,4,3,1,3,4,2,1,4,4,2,3,3,4,3,3,4,4,3,1,3,4,3,3,4,4,3,3,2,4,3,3,4,4,3,3,4,4,3,14,20,20,14,11,15,20,14,2.8,4,4,2.8,2.2,3,4,2.8,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"50","TAG078","W3 Home Qs - Current V4",1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,3,2,1,2,1,2,2,4,1,"Home","2019-11-11",4,2,2,3,1,4,2,3,4,3,2,3,3,4,3,4,4,3,2,3,2,4,3,3,4,3,2,2,2,4,3,3,4,3,3,3,3,4,3,3,20,14,11,14,11,20,14,16,4,2.8,2.2,2.8,2.2,4,2.8,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"51","TAG084","W3 Home Qs - V3",2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,3,1,2,2,1,2,3,4,1,"Home","2019-07-22",2,4,4,3,1,4,4,4,3,3,4,2,1,2,4,4,4,4,4,3,2,4,4,4,3,4,3,3,1,4,4,4,3,3,4,3,3,4,4,4,15,18,19,14,8,18,20,20,3,3.6,3.8,2.8,1.6,3.6,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"52","TAG085","W3 Home Qs - V3",1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,3,1,2,2,2,2,3,1,2,"Home","2019-08-14",3,2,1,2,1,4,3,1,2,3,1,2,1,4,2,2,3,3,1,3,1,1,2,1,4,2,2,3,1,4,4,1,2,1,2,3,1,4,2,1,14,11,7,13,5,17,13,6,2.8,2.2,1.4,2.6,1,3.4,2.6,1.2,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"53","TAG086","W3 Home Qs - V3",2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,1,2,"Home","2019-07-22",2,2,3,2,2,4,3,2,2,3,3,3,4,2,2,2,3,2,3,2,1,3,3,2,3,2,1,2,1,3,1,3,2,2,1,3,1,4,2,3,12,11,11,12,9,16,11,12,2.4,2.2,2.2,2.4,1.8,3.2,2.2,2.4,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"54","TAG088","W3 Home Qs - Current V4",1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,3,2,1,1,1,1,3,4,2,"Home","2019-11-07",4,3,4,3,4,4,3,4,2,4,4,3,3,4,3,4,3,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,15,18,20,16,18,20,17,19,3,3.6,4,3.2,3.6,4,3.4,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"55","TAG090","W3 Home Qs - V3",2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,3,1,1,2,1,2,3,1,2,"Home","2019-08-03",2,3,4,1,1,3,4,2,2,4,3,1,2,4,4,2,3,2,3,2,2,3,4,3,3,3,3,2,1,2,4,3,2,3,3,2,1,3,4,2,12,15,16,8,7,15,20,12,2.4,3,3.2,1.6,1.4,3,4,2.4,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"56","TAG094","W3 Home Qs - V3",1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,4,2,"Home","2019-06-21",4,4,3,4,3,4,3,4,4,3,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,3,4,3,4,4,4,4,3,3,4,4,4,4,4,20,16,15,20,17,20,19,20,4,3.2,3,4,3.4,4,3.8,4,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"57","TAG100","W3 Home Qs - Current V4",1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,3,1,2,"Home","2019-12-12",4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,20,20,17,20,14,20,20,20,4,4,3.4,4,2.8,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"58","TAG104","W3 Home Qs - V3",2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,3,1,1,2,2,2,3,4,2,"Home","2019-10-11",1,1,1,1,1,4,4,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,3,1,2,1,3,1,1,1,4,1,1,3,1,1,4,2,4,1,8,7,7,5,9,10,16,5,1.6,1.4,1.4,1,1.8,2,3.2,1,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"59","TAG119","W3 Home Qs - V3",1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,2,2,3,4,1,"Home","2019-10-21",3,1,1,3,2,4,1,3,1,1,1,2,2,4,1,2,3,2,1,3,1,2,1,3,2,3,1,3,1,4,1,4,3,1,1,3,3,4,1,3,12,8,5,14,9,18,5,15,2.4,1.6,1,2.8,1.8,3.6,1,3,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"60","TAG138","W3 Home Qs - Current V4",1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,3,2,2,2,1,1,3,4,1,"Home","2019-11-15",3,4,2,2,1,2,3,4,2,1,1,1,4,4,3,4,3,4,1,2,2,4,3,3,3,2,2,2,4,1,1,4,3,2,2,3,3,3,3,4,14,13,8,10,14,14,13,19,2.8,2.6,1.6,2,2.8,2.8,2.6,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"61","TAG140","W3 Home Qs - Current V4",1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,3,1,2,2,1,2,2,1,1,"Home","2019-11-01",3,3,1,3,1,4,3,2,2,4,1,3,1,4,4,2,3,4,1,3,2,3,4,3,3,4,2,2,2,4,4,4,3,1,1,3,2,4,3,4,14,16,6,14,8,19,18,15,2.8,3.2,1.2,2.8,1.6,3.8,3.6,3,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"62","TAG149","W3 Home Qs - V3",1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,3,1,2,"Home","2019-07-27",3,4,3,4,2,4,3,4,2,2,3,4,1,4,4,3,4,4,3,4,2,3,4,4,4,3,3,3,1,4,4,4,4,1,4,3,1,4,4,4,17,14,16,18,7,19,19,19,3.4,2.8,3.2,3.6,1.4,3.8,3.8,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"63","TAG159","W3 Home Qs - V3",1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,3,1,1,"Home","2019-08-10",3,4,2,4,2,4,3,4,4,3,3,4,1,2,4,2,3,2,3,2,2,3,3,3,1,1,4,2,1,2,2,3,3,3,2,4,2,3,2,4,14,13,14,16,8,14,14,16,2.8,2.6,2.8,3.2,1.6,2.8,2.8,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
"64","TAG160","W3 Home Qs - V3",1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,3,4,2,"Home","2019-09-16",3,4,3,4,3,4,1,4,4,4,3,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,19,20,14,19,19,20,17,20,3.8,4,2.8,3.8,3.8,4,3.4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
