TAGID,wave,session_date
TAG247,wave_1_scheduling_arm_1,2017-12-26
TAG247,wave_2_scheduling_arm_1,2019-06-28
TAG250,wave_1_scheduling_arm_1,2018-01-08
TAG250,wave_2_scheduling_arm_1,2019-06-11
TAG252,wave_1_scheduling_arm_1,2017-12-06
TAG252,wave_2_scheduling_arm_1,2019-07-31
TAG253,wave_1_scheduling_arm_1,2018-02-12
TAG253,wave_2_scheduling_arm_1,2019-07-29
TAG257,wave_1_scheduling_arm_1,2018-02-07
TAG257,wave_2_scheduling_arm_1,2019-09-13
TAG258,wave_1_scheduling_arm_1,2018-01-17
TAG261,wave_1_scheduling_arm_1,2018-02-02
TAG261,wave_2_scheduling_arm_1,2019-08-07
TAG266,wave_1_scheduling_arm_1,2018-01-24
TAG266,wave_2_scheduling_arm_1,2019-08-12
